path_0  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 328 122 584 113 53 3 612
path_1  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 328 122 584 113 53 3 286 248 67 612
path_2  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 328 122 584 113 53 3 286 248 67 397 612
path_3  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 261 612
path_4  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 83 612
path_5  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 328 122 584 113 53 3 485 612
path_6  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 83 156 612
path_7  0 71 180 77 344 162 55 571 234 124 25 336 31 63 408 209 565 455 130 228 121 188 213 321 52 322 30 150 353 317 585 149 307 16 319 304 612
path_8  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 328 122 584 113 53 3 286 248 67 397 277 612
path_9  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 83 230 612
path_10  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 261 18 612
path_11  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 261 18 254 612
path_12  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 328 122 584 113 53 3 485 341 373 612
path_13  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 328 122 584 113 406 214 566 12 612
path_14  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 83 156 528 612
path_15  0 71 180 77 344 162 55 571 234 124 25 336 31 63 408 209 565 455 130 228 121 188 213 321 52 322 30 150 353 317 585 149 307 16 319 304 276 612
path_16  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 83 156 494 612
path_17  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 261 18 254 497 612
path_18  0 71 180 77 344 162 55 571 234 124 25 336 31 63 408 209 565 455 130 228 121 188 213 321 52 322 30 150 353 317 585 149 307 16 319 304 276 323 612
path_19  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 328 122 584 113 53 3 286 248 594 400 612
path_20  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 261 18 254 497 302 612
path_21  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 83 230 105 464 612
path_22  0 71 180 77 344 162 55 571 234 124 25 336 31 63 408 209 565 455 130 228 121 188 213 321 52 322 30 150 353 317 585 149 307 16 266 612
path_23  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 261 18 46 612
path_24  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 83 230 105 464 517 612
path_25  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 261 18 46 368 612
path_26  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 261 18 254 560 612
path_27  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 328 122 584 113 53 3 286 248 67 397 425 612
path_28  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 328 245 262 166 273 388 612
path_29  0 40 521 578 503 92 69 294 136 80 28 237 75 218 233 183 581 193 27 278 142 338 250 369 11 99 265 118 328 122 584 113 406 214 566 59 612
