path_0  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 612
path_1  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 612
path_2  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 304 612
path_3  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 276 612
path_4  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 99 122 584 113 53 3 612
path_5  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 99 122 584 113 53 3 485 612
path_6  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 304 116 612
path_7  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 276 323 612
path_8  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 99 122 584 113 53 3 485 248 612
path_9  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 99 122 584 113 53 3 485 248 594 612
path_10  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 99 122 584 113 53 3 485 248 67 612
path_11  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 276 323 444 612
path_12  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 99 122 584 113 53 3 485 248 67 397 612
path_13  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 276 323 444 240 612
path_14  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 276 323 444 240 421 612
path_15  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 276 323 444 240 421 18 612
path_16  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 23 430 515 227 44 458 601 225 181 195 14 39 261 612
path_17  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 23 430 515 227 44 458 601 225 181 195 14 39 83 612
path_18  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 23 430 515 227 44 458 601 225 181 195 14 39 83 230 612
path_19  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 23 430 515 227 44 458 601 225 181 195 14 39 83 230 204 612
path_20  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 23 430 515 227 44 458 601 225 181 195 14 39 83 230 204 494 612
path_21  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 133 424 520 476 186 198 206 369 457 166 566 141 555 612
path_22  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 133 424 520 476 186 198 206 369 457 166 566 141 388 612
path_23  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 99 122 584 113 53 3 485 248 67 397 425 612
path_24  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 99 122 584 113 53 3 286 406 341 373 612
path_25  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 133 424 520 476 186 198 206 369 457 166 566 214 12 612
path_26  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 133 424 520 476 186 198 206 369 457 166 566 214 12 436 612
path_27  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 276 323 444 240 421 18 46 612
path_28  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 99 122 584 113 53 3 485 248 594 59 400 583 612
path_29  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 304 116 277 612
path_30  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 304 116 277 368 612
path_31  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 99 122 584 113 53 3 286 406 341 373 528 612
path_32  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 133 424 520 476 186 198 206 369 457 166 566 214 12 381 612
path_33  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 276 323 444 240 421 364 612
path_34  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 276 323 444 518 370 612
path_35  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 276 323 444 240 421 18 254 612
path_36  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 276 323 444 518 370 530 612
path_37  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 276 323 444 518 370 530 402 612
path_38  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 304 116 277 368 410 612
path_39  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 276 323 444 240 421 364 501 612
path_40  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 276 323 444 240 421 18 46 302 612
path_41  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 23 430 515 227 44 458 601 225 181 195 14 39 83 156 612
path_42  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 99 122 584 113 53 3 286 406 341 373 528 497 612
path_43  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 276 323 444 240 421 18 254 560 612
path_44  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 99 122 584 113 53 3 286 406 341 373 528 508 612
path_45  0 71 180 77 344 162 55 571 234 42 192 70 171 312 96 137 335 284 101 483 182 266 593 16 319 276 323 444 240 421 18 46 302 305 612
path_46  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 23 430 515 227 44 458 601 225 181 405 589 115 422 612
path_47  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 23 430 515 227 44 458 601 225 181 195 14 39 83 230 204 494 437 612
path_48  0 71 180 77 344 162 55 571 234 42 192 70 171 312 36 306 461 11 194 288 23 430 515 227 44 458 601 225 181 405 589 115 422 570 612
