path_0  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 288 113 53 3 612
path_1  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 288 113 53 3 485 612
path_2  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 288 113 53 3 485 248 612
path_3  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 206 198 522 137 326 173 150 353 317 585 149 307 16 319 304 612
path_4  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 206 198 522 137 326 173 150 353 317 585 149 307 16 319 304 276 612
path_5  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 288 113 53 3 485 248 594 612
path_6  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 206 198 522 137 326 173 150 353 317 585 149 411 475 144 481 483 612
path_7  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 206 198 522 137 326 173 150 353 317 585 149 307 16 266 612
path_8  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 206 198 522 137 326 173 150 353 317 585 149 307 16 319 304 276 116 277 612
path_9  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 261 612
path_10  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 83 612
path_11  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 261 18 612
path_12  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 206 198 522 137 326 173 150 353 317 585 149 307 16 319 304 276 323 612
path_13  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 206 198 522 137 326 173 150 353 317 585 149 307 16 319 304 276 116 277 425 612
path_14  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 206 198 522 137 326 173 150 353 317 585 149 307 16 319 304 276 116 277 397 612
path_15  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 261 18 46 612
path_16  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 261 18 46 302 612
path_17  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 261 18 254 612
path_18  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 261 18 46 370 612
path_19  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 83 230 612
path_20  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 83 156 612
path_21  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 288 113 53 3 485 248 67 612
path_22  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 261 18 46 302 501 612
path_23  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 261 18 46 302 501 410 612
path_24  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 206 198 522 137 326 173 150 353 317 585 149 307 16 266 593 612
path_25  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 206 198 522 137 326 173 150 353 317 585 149 307 16 319 304 276 116 277 397 12 612
path_26  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 83 156 494 612
path_27  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 288 113 53 3 286 406 214 141 555 612
path_28  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 83 156 528 612
path_29  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 83 156 528 508 612
path_30  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 83 156 528 508 105 612
path_31  0 40 279 77 162 344 55 165 82 199 15 56 27 278 142 338 250 369 11 99 265 118 531 23 430 251 44 458 601 225 181 195 14 39 261 18 46 370 381 612
